,day,title,type_meal,Portion,Calories,Carbs,Fat,Protein,Fiber,Meal,validador
278,47,BBQ Chicken Sandwich,Dinner,1.1,993,424,157,441,51,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
279,47,Apples and Almond Butter,Snack,1.1,307,328,191,76,81,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",291.0
280,47,Oranges,Snack,1.1,65,162,2,12,32,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>",62.0
281,48,"Eggs, Cheese, and Tuna Omelet",Breakfast,1.1,566,15,335,636,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/eggs-cheese-and-tuna-omelet,906427/>Eggs, Cheese, and Tuna Omelet</a>",498.0
282,48,Nonfat yogurt,Breakfast,1.1,155,214,4,159,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-yogurt,473055/>Nonfat yogurt</a>",137.0
283,48,Cinnamon-Raisin Peanut Butter Sandwich,Lunch,1.1,899,548,206,170,79,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/>Cinnamon-Raisin Peanut Butter Sandwich</a>",790.0
284,48,Five Ingredient Pasta Toss,Dinner,1.1,1118,872,169,210,81,"<a href=https://www.eatthismuch.com/recipe/nutrition/five-ingredient-pasta-toss,45537/>Five Ingredient Pasta Toss</a>",982.0
285,48,Quick Buffalo Chicken Salad,Snack,1.1,259,100,100,323,23,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-buffalo-chicken-salad,907110/>Quick Buffalo Chicken Salad</a>",228.0
286,49,Peanut Butter and Honey Oatmeal,Breakfast,1.0,729,1013,283,304,123,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-oatmeal,1015994/>Peanut Butter and Honey Oatmeal</a>",709.0
287,49,Tropical protein smoothie,Lunch,1.0,875,791,22,292,58,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
288,49,Almonds,Lunch,1.0,337,62,146,61,36,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
289,49,Tuna Macaroni Goulash,Dinner,1.0,685,553,36,256,49,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-macaroni-goulash,34719/>Tuna Macaroni Goulash</a>",666.0
290,49,Corn Flakes,Snack,1.0,228,363,51,103,9,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
291,49,Granola,Snack,1.0,143,155,70,43,26,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
292,50,Peanut Butter Protein Oats,Breakfast,1.2,478,399,170,437,63,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>",390.0
293,50,Creamy Green Chia Smoothie,Lunch,1.2,897,512,126,344,82,"<a href=https://www.eatthismuch.com/recipe/nutrition/creamy-green-chia-smoothie,927909/>Creamy Green Chia Smoothie</a>",732.0
294,50,Rice Cake with Cheese Snack,Lunch,1.2,311,182,64,60,9,"<a href=https://www.eatthismuch.com/recipe/nutrition/rice-cake-with-cheese-snack,1011230/>Rice Cake with Cheese Snack</a>",254.0
295,50,Lavash Chicken Wrap,Dinner,1.2,716,190,147,454,82,"<a href=https://www.eatthismuch.com/recipe/nutrition/lavash-chicken-wrap,3181012/>Lavash Chicken Wrap</a>",584.0
296,50,Roasted Tomato and Garlic,Dinner,1.2,156,64,57,14,18,"<a href=https://www.eatthismuch.com/recipe/nutrition/roasted-tomato-and-garlic,1505804/>Roasted Tomato and Garlic</a>",128.0
297,50,Peanut butter and jelly,Snack,1.2,454,511,225,152,64,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>",371.0
298,51,"Eggs, Cheese, Turkey Sausage Omelet",Breakfast,1.4,521,32,346,460,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/eggs-cheese-turkey-sausage-omelet,35583/>Turkey and Cheese Omelet</a>",368.0
299,51,Whole Wheat Toast,Breakfast,1.4,100,169,14,49,24,"<a href=https://www.eatthismuch.com/recipe/nutrition/whole-wheat-toast,814308/>Whole Wheat Toast</a>",71.0
300,51,Basic protein shake,Lunch,1.4,685,208,82,453,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",484.0
301,51,Grapes,Lunch,1.4,294,386,2,15,19,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",208.0
302,51,BLT sandwich,Dinner,1.4,971,414,236,267,70,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/>BLT sandwich</a>",686.0
303,51,Corn Flakes,Snack,1.4,314,499,70,143,12,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
304,51,Oranges,Snack,1.4,87,218,2,16,43,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>",62.0
305,52,Knock-Oats,Breakfast,1.1,511,719,222,158,111,"<a href=https://www.eatthismuch.com/recipe/nutrition/knock-oats,56257/>Knock-Oats</a>",451.0
306,52,Tropical protein smoothie,Lunch,1.1,963,871,24,321,64,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
307,52,Cucumber Slices,Lunch,1.1,36,43,1,7,5,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/>Cucumber Slices</a>",32.0
308,52,Taco Bowl Salad,Dinner,1.1,1008,339,253,338,31,"<a href=https://www.eatthismuch.com/recipe/nutrition/taco-bowl-salad,927253/>Taco Bowl Salad</a>",890.0
309,52,Apples and Almond Butter,Snack,1.1,329,352,205,81,87,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",291.0
310,52,Granola,Snack,1.1,157,171,77,47,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
311,53,Tropical protein smoothie,Breakfast,1.1,452,817,23,302,60,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Tropical protein smoothie</a>",425.0
312,53,Tropical protein smoothie,Lunch,1.1,904,817,23,302,60,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
313,53,Almonds,Lunch,1.1,348,64,151,63,37,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
314,53,Taco Bowl Salad,Dinner,1.1,946,319,238,318,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/taco-bowl-salad,927253/>Taco Bowl Salad</a>",890.0
315,53,Corn Flakes,Snack,1.1,236,375,53,107,9,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
316,53,Apple,Snack,1.1,101,266,3,5,46,"<a href=https://www.eatthismuch.com/recipe/nutrition/apple,473713/>Apple</a>",95.0
317,54,Peanut Butter Protein Oats,Breakfast,1.3,520,435,185,476,69,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>",390.0
318,54,Big Bad Bean Burrito,Lunch,1.3,651,412,158,101,150,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
319,54,Banana,Lunch,1.3,280,360,5,17,41,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>",210.0
320,54,Easy Grilled Chicken Teriyaki,Dinner,1.3,996,169,113,769,1,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/>Easy Grilled Chicken Teriyaki</a>",746.0
321,54,Steamed Broccoli with Tomato,Dinner,1.3,184,182,10,70,76,"<a href=https://www.eatthismuch.com/recipe/nutrition/steamed-broccoli-with-tomato,905841/>Steamed Broccoli</a>",138.0
322,54,Grapes,Snack,1.3,138,364,2,14,18,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
323,54,Almonds,Snack,1.3,218,81,189,80,46,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",164.0
324,55,Avocado and Egg Toast,Breakfast,1.1,473,341,282,230,113,"<a href=https://www.eatthismuch.com/recipe/nutrition/avocado-and-egg-toast,906467/>Avocado and Egg Toast</a>",442.0
325,55,Banana Almond Butter,Breakfast,1.1,217,321,99,49,50,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/>Banana Almond Butter</a>",203.0
326,55,Cinnamon-Raisin Peanut Butter Sandwich,Lunch,1.1,846,516,194,160,75,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/>Cinnamon-Raisin Peanut Butter Sandwich</a>",790.0
327,55,Easy Cheesy Mixed Vegetables,Dinner,1.1,1001,279,154,593,88,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/>Easy Cheesy Mixed Vegetables</a>",934.0
328,55,Spinach and Apple Salad,Snack,1.1,488,687,240,109,100,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-and-apple-salad,1014233/>Spinach and Apple Salad</a>",456.0
329,56,Knock-Oats,Breakfast,1.3,564,794,245,175,122,"<a href=https://www.eatthismuch.com/recipe/nutrition/knock-oats,56257/>Knock-Oats</a>",451.0
330,56,Big Bad Bean Burrito,Lunch,1.3,610,386,148,95,141,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
331,56,Banana,Lunch,1.3,262,338,5,16,38,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>",210.0
332,56,Easy Grilled Chicken Teriyaki,Dinner,1.3,933,158,106,721,1,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/>Easy Grilled Chicken Teriyaki</a>",746.0
333,56,Steamed Broccoli with Tomato,Dinner,1.3,172,171,10,66,71,"<a href=https://www.eatthismuch.com/recipe/nutrition/steamed-broccoli-with-tomato,905841/>Steamed Broccoli</a>",138.0
334,56,Corn Flakes,Snack,1.3,277,441,62,126,11,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
335,56,Granola,Snack,1.3,174,189,85,52,32,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
336,57,Raspberry Mango Sunrise Smoothie,Breakfast,1.4,269,592,26,74,113,"<a href=https://www.eatthismuch.com/recipe/nutrition/raspberry-mango-sunrise-smoothie,936059/>Sunrise Smoothie</a>",195.0
337,57,Barbecue tuna sandwich,Lunch,1.4,996,617,60,501,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/barbecue-tuna-sandwich,37612/>Barbecue tuna sandwich</a>",720.0
338,57,Almonds,Lunch,1.4,453,84,196,83,48,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
339,57,Tuna Macaroni Goulash,Dinner,1.4,921,744,48,344,66,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-macaroni-goulash,34719/>Tuna Macaroni Goulash</a>",666.0
340,57,Basic protein shake,Snack,1.4,334,203,80,442,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",242.0
341,58,Chocolate Peanut Butter Pancakes,Breakfast,0.8,318,403,63,280,52,"<a href=https://www.eatthismuch.com/recipe/nutrition/chocolate-peanut-butter-pancakes,905782/>Peanut Butter Pancakes</a>",396.0
342,58,Tropical protein smoothie,Lunch,0.8,683,618,17,228,45,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
343,58,3 Bean Salad,Dinner,0.8,1690,1536,66,523,403,"<a href=https://www.eatthismuch.com/recipe/nutrition/3-bean-salad,1012950/>Green Bean and Kidney Bean Salad</a>",2102.0
344,58,Peanut Butter and Honey Sandwich on Rye,Snack,0.8,297,338,145,106,50,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-sandwich-on-rye,717828/>Peanut Butter and Honey Sandwich on Rye</a>",370.0
345,59,Orange Mango Smoothie with Chia,Breakfast,1.1,294,614,50,54,80,"<a href=https://www.eatthismuch.com/recipe/nutrition/orange-mango-smoothie-with-chia,951751/>Orange Mango Smoothie with Chia</a>",274.0
346,59,Morning Roasted Potatoes,Breakfast,1.1,250,320,125,38,40,"<a href=https://www.eatthismuch.com/recipe/nutrition/morning-roasted-potatoes,36642/>Morning Roasted Potatoes</a>",233.0
347,59,"Turkey, Provolone, and Sprout Sandwich",Lunch,1.1,1197,508,282,372,122,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/>Turkey and Provolone Sandwich</a>",1114.0
348,59,Pork Rind Crusted Chicken,Dinner,1.1,726,16,236,344,5,"<a href=https://www.eatthismuch.com/recipe/nutrition/pork-rind-crusted-chicken,412952/>Mustard Herb Crusted Chicken Breasts</a>",676.0
349,59,"Spinach, Lemon, and Shrimp Salad",Dinner,1.1,247,33,60,142,13,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-lemon-and-shrimp-salad,331862/>Spinach, Lemon, and Shrimp Salad</a>",230.0
350,59,Plain Tuna Salad,Snack,1.1,192,24,51,346,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/plain-tuna-salad,905559/>Plain Tuna Salad</a>",179.0
351,59,Oranges,Snack,1.1,66,165,2,12,33,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>",62.0
352,60,Peanut Butter Protein Oats,Breakfast,1.1,426,356,151,390,56,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>",390.0
353,60,Tropical protein smoothie,Lunch,1.1,929,840,24,310,62,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
354,60,Peanut Butter & Celery,Lunch,1.1,457,116,177,94,50,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",418.0
355,60,Tuna Macaroni Goulash,Dinner,1.1,728,588,38,272,52,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-macaroni-goulash,34719/>Tuna Macaroni Goulash</a>",666.0
356,60,Peanut butter and jelly,Snack,1.1,405,455,201,135,57,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>",371.0
357,60,Strawberries,Snack,1.1,50,121,4,10,31,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberries,477663/>Strawberries</a>",46.0
358,61,Breakfast Oatmeal with Milk and Blueberries,Breakfast,1.0,378,625,105,140,93,"<a href=https://www.eatthismuch.com/recipe/nutrition/breakfast-oatmeal-with-milk-and-blueberries,905940/>Breakfast Oatmeal with Milk and Blueberries</a>",361.0
359,61,Tropical protein smoothie,Lunch,1.0,890,805,23,297,59,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
360,61,Peanut Butter & Carrots,Lunch,1.0,505,201,170,93,63,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/>Peanut Butter & Carrots</a>",482.0
361,61,BBQ Chicken Sandwich,Dinner,1.0,985,421,156,438,51,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
362,61,Basic protein shake,Snack,1.0,253,154,60,335,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",242.0
363,62,"Blueberry, Banana, and Strawberry Smoothie",Breakfast,1.1,400,829,56,119,121,"<a href=https://www.eatthismuch.com/recipe/nutrition/blueberry-banana-and-strawberry-smoothie,933725/>Blueberry Banana Smoothie</a>",373.0
364,62,Banana Avocado Protein Smoothie,Lunch,1.1,1388,570,339,499,177,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-avocado-protein-smoothie,717726/>Banana Avocado Protein Smoothie</a>",1294.0
365,62,Prosciutto-Manchego Sandwich with Spinach,Dinner,1.1,800,304,182,278,25,,746.0
366,62,Corn Flakes,Snack,1.1,238,378,53,108,9,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
367,62,Almonds,Snack,1.1,175,65,152,64,37,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",164.0
368,63,Turkey and Spinach Omelet,Breakfast,1.2,433,105,263,379,11,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-and-spinach-omelet,907152/>Turkey and Spinach Omelet</a>",362.0
369,63,Big Bad Bean Burrito,Lunch,1.2,583,369,142,90,135,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
370,63,Carrots with Hummus,Lunch,1.2,418,267,89,84,94,"<a href=https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/>Carrots with Hummus</a>",350.0
371,63,BBQ Chicken Sandwich,Dinner,1.2,1124,480,178,500,58,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
372,63,Basic protein shake,Snack,1.2,289,175,69,382,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",242.0
373,63,Grapes,Snack,1.2,124,326,2,13,16,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
374,64,Banana oatmeal smoothie,Breakfast,1.2,888,1184,231,627,152,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-oatmeal-smoothie,42556/>Banana oatmeal smoothie</a>",717.0
375,64,Peanut Butter and Honey Sandwich on Rye,Lunch,1.2,916,521,224,163,78,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-sandwich-on-rye,717828/>Peanut Butter and Honey Sandwich on Rye</a>",740.0
376,64,Sliced bell pepper,Lunch,1.2,91,89,4,14,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/sliced-bell-pepper,516766/>Sliced bell pepper</a>",74.0
377,64,"Avocado, Strawberry, and Spinach Salad",Dinner,1.2,807,303,300,68,151,"<a href=https://www.eatthismuch.com/recipe/nutrition/avocado-strawberry-and-spinach-salad,905716/>Spinach & Strawberry Salad</a>",652.0
378,64,Vanilla Protein Shake,Snack,1.2,291,194,42,398,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/vanilla-protein-shake,925737/>Vanilla Protein Shake</a>",235.0
379,65,Peanut Butter & Banana Oatmeal,Breakfast,1.1,348,518,136,119,84,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-banana-oatmeal,413007/>Peanut Butter & Banana Oatmeal</a>",308.0
380,65,Pecans,Breakfast,1.1,221,44,230,29,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/pecans,532146/>Pecans</a>",196.0
381,65,Coconut Milk Protein Shake,Lunch,1.1,813,214,90,576,22,"<a href=https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/>Coconut Milk Protein Shake</a>",720.0
382,65,Mango Strawberry Arugula Salad,Lunch,1.1,506,357,131,50,105,"<a href=https://www.eatthismuch.com/recipe/nutrition/mango-strawberry-arugula-salad,3069016/>Arugula Salad</a>",448.0
383,65,Roasted Broccoli and Grilled Cheese,Dinner,1.1,788,311,237,155,22,"<a href=https://www.eatthismuch.com/recipe/nutrition/roasted-broccoli-and-grilled-cheese,236357/>Roasted Broccoli and Grilled Cheese</a>",698.0
384,65,Cottage Cheese with Spicy Tuna,Snack,1.1,257,46,30,520,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cottage-cheese-with-spicy-tuna,332370/>Cottage Cheese with Spicy Tuna</a>",228.0
385,65,Cinnamon Apple Bites,Snack,1.1,91,244,2,5,31,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-bites,39304/>Cinnamon Apple Bites</a>",81.0
386,66,Peanut Butter Protein Oats,Breakfast,1.0,374,312,133,342,49,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>",390.0
387,66,Spinach and Turkey Wrap,Lunch,1.0,556,261,127,147,18,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-and-turkey-wrap,906881/>Spinach and Turkey Wrap</a>",580.0
388,66,Yogurt with Banana & Honey,Lunch,1.0,723,595,61,216,36,"<a href=https://www.eatthismuch.com/recipe/nutrition/yogurt-with-banana-honey,412895/>Yogurt & Banana</a>",754.0
389,66,Cheesy Chicken and Spinach,Dinner,1.0,975,73,237,596,23,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheesy-chicken-and-spinach,33936/>Cheesy Chicken and Spinach</a>",1016.0
390,66,Corn Flakes,Snack,1.0,213,338,47,96,8,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
391,66,Granola,Snack,1.0,133,144,65,40,24,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
392,67,"""Reese's"" Chocolate and Peanut Butter Oatmeal",Breakfast,0.7,353,559,105,148,80,"<a href=https://www.eatthismuch.com/recipe/nutrition/reeses-chocolate-and-peanut-butter-oatmeal,906517/>""Reese's"" Chocolate and Peanut Butter Oatmeal</a>",507.0
393,67,Crispy Hash Browns,Breakfast,0.7,238,348,98,41,25,"<a href=https://www.eatthismuch.com/recipe/nutrition/crispy-hash-browns,1497791/>Crispy Hash Browns</a>",342.0
394,67,Tropical protein smoothie,Lunch,0.7,592,535,15,197,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
395,67,"Cottage Cheese with Cucumbers, Basil, & Cilantro",Lunch,0.7,239,57,16,198,2,"<a href=https://www.eatthismuch.com/recipe/nutrition/cottage-cheese-with-cucumbers-basil-cilantro,331991/>Cottage Cheese with Cucumbers, Basil, & Cilantro</a>",344.0
396,67,Pasta with Corn and Chicken,Dinner,0.7,1180,892,159,287,128,"<a href=https://www.eatthismuch.com/recipe/nutrition/pasta-with-corn-and-chicken,3179496/>Pasta with Corn and Chicken</a>",1694.0
397,67,Easy Hard-Boiled Eggs,Dinner,0.7,100,2,33,43,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/>Easy Hard-Boiled Eggs</a>",144.0
398,67,Cinnamon Honey Corn Flakes,Snack,0.7,200,370,34,71,9,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-honey-corn-flakes,905783/>Cinnamon Honey Corn Flakes</a>",287.0
399,67,Almonds,Snack,0.7,114,42,98,41,24,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",164.0
400,68,Buttered Toast,Breakfast,1.4,164,163,91,47,23,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast,254567/>Buttered Toast</a>",121.0
401,68,"Orange, Banana, and Grape Smoothie",Breakfast,1.4,186,463,5,23,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/orange-banana-and-grape-smoothie,905717/>Banana Smoothie</a>",137.0
402,68,Big Bad Bean Burrito,Lunch,1.4,665,421,162,103,154,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
403,68,Almonds,Lunch,1.4,447,83,193,81,47,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
404,68,Easy Grilled Chicken Teriyaki,Dinner,1.4,1016,173,115,785,1,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/>Easy Grilled Chicken Teriyaki</a>",746.0
405,68,Steamed Broccoli with Tomato,Dinner,1.4,188,186,10,72,77,"<a href=https://www.eatthismuch.com/recipe/nutrition/steamed-broccoli-with-tomato,905841/>Steamed Broccoli</a>",138.0
406,68,Granola,Snack,1.4,189,205,92,57,35,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
407,68,Grapes,Snack,1.4,141,372,2,14,19,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
408,69,Blueberry protein pudding,Breakfast,1.3,572,353,47,964,35,"<a href=https://www.eatthismuch.com/recipe/nutrition/blueberry-protein-pudding,386736/>Blueberry protein pudding</a>",432.0
409,69,Buttered Toast,Breakfast,1.3,160,158,88,46,22,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast,254567/>Buttered Toast</a>",121.0
410,69,Big Bad Bean Burrito,Lunch,1.3,646,409,157,100,149,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
411,69,Almonds,Lunch,1.3,434,80,188,79,46,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
412,69,Bacon Wrapped Chicken,Dinner,1.3,895,22,300,401,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/bacon-wrapped-chicken,39209/>Chicken Wraps</a>",676.0
413,69,Corn Flakes,Snack,1.3,293,467,66,133,11,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
414,70,Cinnamon Apple Oatmeal,Breakfast,1.2,364,634,89,136,93,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-oatmeal,907076/>Cinnamon Apple Oatmeal</a>",296.0
415,70,Granola,Breakfast,1.2,171,186,83,51,32,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
416,70,Tropical protein smoothie,Lunch,1.2,1047,947,27,350,70,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
417,70,Spinach and Black Bean Skillet,Dinner,1.2,401,239,96,87,119,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-and-black-bean-skillet,382744/>Spinach and Black Bean Skillet</a>",326.0
418,70,Peanut Butter and Peach Toast,Dinner,1.2,478,278,113,98,50,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-peach-toast,906075/>Peanut Butter and Peach Toast</a>",388.0
419,70,Roast Beef and Cheddar Sandwich,Snack,1.2,554,313,244,509,48,"<a href=https://www.eatthismuch.com/recipe/nutrition/roast-beef-and-cheddar-sandwich,906002/>Roast Beef and Cheddar Sandwich</a>",450.0
420,71,Sunrise Peanut Butter Berry Protein Smoothie,Breakfast,1.0,415,456,105,388,56,"<a href=https://www.eatthismuch.com/recipe/nutrition/sunrise-peanut-butter-berry-protein-smoothie,956531/>Sunrise Peanut Butter Berry Protein Smoothie</a>",400.0
421,71,Spinach and Turkey Wrap,Lunch,1.0,603,283,138,160,19,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-and-turkey-wrap,906881/>Spinach and Turkey Wrap</a>",580.0
